,0,1
77,"hi friends, kami hadir kembali tahun ini di indocomtech. langsung mampir ke booth https://t.co/69vhdy5m72 buat kamu yg lg cari gadget terkini dgn diskon yg luar biasa. yuk ke hall a jcc senayan! #bliblionindocomtech https://t.co/t3oniujgt7",bliblidotcom
78,"brands favorit sekelas fossil dan fujifilm siap bikin kamu menjerit! gimana enggak, semuanya bakal kebagian cashback 100% dan diskon sampai 70%. buruan #bliblisekarang,  hanya di #histeriajeratjerit, kalau kamu gak mau kehabisan.",bliblidotcom
79,happy halloween! saatnya menikmati treats of the week dari handphone &amp; all tablet hanya di https://t.co/69vhdymxvc! penawaran dan diskon spesialnya dijamin buat kamu merinding!,bliblidotcom
80,"tampil cantik juga butuh peralatan lengkapnya dong. di sini kamu bisa dapatkan banyak pilihan untuk semua peralatan yang kamu butuhkan, dengan diskon spesial tentunya. cek dan #bliblisekarang yuk ;)",bliblidotcom
81,"hi girls! office look kece #rabucantik dari brand ternama seperti fossil, melissa, dan lain - lain siap bikin penampilanmu makin oke. diskon spesialnya sampai  75% dan masih ada diskon tambahan lainnya loh. cek dan #bliblisekarang yuk ;)",bliblidotcom
82,juventus upayakan diskon harga juan mata dari manchester united https://t.co/zv3p4apuk1 https://t.co/lok1fpw1rl,pocongfootball
83,"hey bro, vga card nvidia dapat ekstra diskon hinga rp150.000 loh! sebelum kehabisan buruan cek dan #bliblisekarang yuk ",bliblidotcom
84,"@nayasaa iya, pas discount period due to their openingnya. (so jaksel tapi males translate)  kemaren uniqlo sency diskon semingguan.",pisangmadu
85,"diskon toyota bogor, hub: 085701512000 #toyotabogor",BogorSHOPPING
86,@kaesangp lg ada promo ga ? misalkan diskon 100% gitu mas .,iman_rosyadi23
87,dapatkan banyak diskon dan harga spesial di ace hardware big mall samarinda. jangan sampai kehabisan yaa bigers~ https://t.co/uitwgvczos,bigmall_smd
88,@persebayastore cara gunakan ps card untuk dapat diskon belanja online bagaiamanakh?,AzzamAyahe
89,breadlife promo pay 2 for 3 / pay 6 for 12 / diskon hingga 30% dengan kartu debit bca  kartu kredit bca  flazz dan sakuku | lihat informasi dan ketentuan promosi selengkapnya disini : https://t.co/oobjqmm7ag,katalogpromosi
90,"cardholders, sudah pada gajian belum nih? setelah gajian boleh banget loh makan siang bareng sahabat di tom tom. jangan lupa gunakan #mandiricard dan nikmati diskon 20% #mandiripromo https://t.co/lh9p7xwy24 https://t.co/cygvk9ncbc",mandiricard
91,mirota tuh emang ya. udah paling murah masih juga masih diskon. :))),heroxiine
92,@askmenfess harusnya bahas diskon gini nih yg banyak! beli dimana buru jawab!!!,sugarosey
93,@askmenfess iya di mirota juga diskon kmrn,heroxiine
94,"halo! jadi big bad wolf (bbw) lagi ada di medan nih. aku mau buka jastip, siapa tau ada yg mau beli buku dr bbw, lumayan loh buku impornya diskon dr 60-80% anw, jastipnya 20rb aja per transaksi. nanti kalian blg mau buku apa terus aku cariin getoh",bymaxx23
95,siapa lagi yang mau join reseller nibras kak... berikut ketentuannya: pembelian mulai 1 pcs diskon 10% mulai 3 pcs diskon 15% mulai 6 pcs diskon 20% yang malu2 chat mimin 082324126647,niessa_Zoeharto
96,yang perlu anda ketahui sebelum festival belanja 11/11 dan 12/12 https://t.co/vhnem8dg6x  akhir tahun merupakan pesta bagi pelaku e-commerce di indonesia dan asia tenggara. hal ini disebabkan banyak promo diskon seperti 11/11 dan 12/12 yang jatuh di pengujung tahun. data criteo,SayaSukaGudeg
97,spesial 59rb saja sis! yes! tas cakep eba1602 ini tersedia 2 warna! cakep siss. mauu?? harga di website https://t.co/tw33rvjqcx belum diskon! bisa diskon 60rb setelah member! member itu gratis sis! https://t.co/pt35ma5qwx,peduligaya
98,@fiersabesari beli nya besok aja bang klo udah ada diskon 50% + buy 1 get 1 :((,irvan_ariffin
99,diskon tas ,imala_lala
100,https://t.co/zi6m0uu8cfambil voucher &amp; dapatkan diskonmarvel avengers infinity war t-shirt style #13 - navy [s] harga awal: rp 89.000 harga https://t.co/zi6m0uu8cf: rp 71.200 link: https://t.co/cqia5qkeyb,eka_octo
101,"@biuebcrry [ line ]   diskon?  nggak. hehe  selama gue belum sepenuhnya bahagia, diskon is a no no  :)",yongbokcells
102,@rlthingy gw cmn dapet big mac tp itu aja ga diskon ,annisaanne_
103,@dumai_nakama sekarang lagi ada diskon kok grameds. diskon 15% buku terbitan gramedi dan produk special gramedia untuk pengguna kartu kredit bri dan diskon 10% buku terbitan gramedi dan produk special gramedia untuk pengguna kartu debit dan brizzi bri.,gramedia
104,mari rayakan ulang tahun dengan pesta belanja lazada 11.11 https://t.co/rnulldtj8p #diskon #belanja #shopping,bairuindra
105,@noviaprims diskon 15% buku terbitan gramedi dan produk special gramedia untuk pengguna kartu kredit bri.,gramedia
106,@noviaprims diskon 10% buku terbitan gramedi dan produk special gramedia untuk pengguna kartu debit dan brizzi bri.,gramedia
107,"hi, gunakan kode berikut ini joice97q9anm2xnt untuk mendapatkan diskon pembelian paket ruangbelajar di aplikasi mobile @ruangguru",Joice06708598
108,"dapatkan diskon 50% all item !  syaratnya gampang banget, kangmas dan diajeng cukup datang memakai baju warna hitam ke outlet geprekboss di subha foodfest lt. 3 galeria mall . s&amp;k: hanya berlaku makan ditempat ya boss  hanya berlaku tanggal 31 oktober 2018 https://t.co/toj4ixdzn4",galeriamall
109,belanja dilazada diskon besar2an https://t.co/clqln1gbdb,Vallno_07
110,heii otwlovers udah tau belum di @otwpku ada diskon 50% loh untuk semua martabak manis buruan ke @otwpku sekarang cobain martabak nya dan masih banyak juga loh promo dan diskon lain nya #udahotw #otwfoodstreet #otwpku #minumanpku  #pekanbaruhits #pkuhits #kulinerpku ,OtWpku
111,"@kredivo min, mhn penjlsan kenapa diskon yg saya dapatkan sbsr 100rb, tau2 hilang, padahal pembelian pertama saya gak sampai 10rb dilazada.",NinaDinawati
112,"gajian makin seru di https://t.co/r9mwgvqhaa dengan diskon produk wrp hingga 15%. yuk, beli sekarang juga karena promo hanya hingga 5 november 2018! https://t.co/zjmi0z8gvz",NutriMartID
113,@afadhima @rabbiyaya @lynmtea @suryaramadann @lmilatiana @gardagagar @devidaputriay @rahagyu29 @bayu_joo aku selaku penjualnya biasanya aku naikin 10% dari harga normal baru aku diskon  haha,adjianto_fendi
114,"iluni mm-ui dan selasar, present ceo talks: seminar management insight-leading millenials.   pesan tiket, dan dapatkan diskon 20% dengan sebut kode promo: kumparan, dan tunjukan bahwa kamu sudah punya aplikasi kumparan saat datang di acara! register now: +62816939424 (wa only) https://t.co/kzkywxuho0",kumparan
115,astaghfirullah ini grabfood diskon terus gue kapan nabungnya.  ),YONGJIM2F
116,special promo buat anda pecinta desain !!!  *jasa desain logo (diskon 5%) *jasa desain brosur (diskon 5%) *jasa desain kalender (diskon 5%) *jasa iklan di sse (diskon 15%)  dan berbagai pelayanan terbaik untuk desain !!!  ayo  hubungi sekarang wa : assegaf (0817-7997-5106) https://t.co/v0areqf9xm,SatuViral
117,"saya beli kedua kalinya, tapi tetep aja tidak dapet garpu kecilnya. gimana ini @kaesangp ? harusnya dapet diskon 1000, karna garpunya tidak diikutsertakan. https://t.co/ktanau1tik",Haerlin___
118,ayo dibeli dibeli mumpung diskon akhir tahun.  https://t.co/h2t99jib8q,giewahyudi
119,@dsuperboy 10 ribu bang +esteh+krupuk.. kadang dapet diskon gorengan 1. hhh,zaa_azhar
120,diskon nutella picu kekacauan di seluruh prancis - https://t.co/txsssolfdy https://t.co/9oeluexe68,citizendailynet
121, woodskin yellow sq   bahan : woodskin  size : 115 x 115 cm  harga : rp. 48.000  beli 3pcs  @ 46.000  . diskon 2 ribu/pcs untuk setiap pembelian 3 pcs yaa ukhty..  (boleh https://t.co/eywucqhv9p,ArsitaWPram
122, woodskin orange sq   bahan : woodskin  size : 115 x 115 cm  harga : rp. 48.000  beli 3pcs  @ 46.000  . diskon 2 ribu/pcs untuk setiap pembelian 3 pcs yaa ukhty..  (boleh https://t.co/fmwmmgqtnz,ArsitaWPram
123,"ingin traktir lunch teman sekantor tapi bingung pilih restorannya? kenapa ngga ke pizza hut aja dan tukarkan #fiestapoin sahabat, ada diskon hingga 30% loh. https://t.co/yemn4qws0g https://t.co/yqffg1ni1r",bankmandiri
124, woodskin bata sq   bahan : woodskin  size : 115 x 115 cm  harga : rp. 48.000  beli 3pcs  @ 46.000  . diskon 2 ribu/pcs untuk setiap pembelian 3 pcs yaa ukhty..  (boleh mix https://t.co/p1yaasxon5,ArsitaWPram
125,@beauthingy banyak yang diskon tapi duit ga banyak ,euphoari
126, woodskin brown sq   bahan : woodskin  size : 115 x 115 cm  harga : rp. 48.000  beli 3pcs  @ 46.000  . diskon 2 ribu/pcs untuk setiap pembelian 3 pcs yaa ukhty..  (boleh https://t.co/flzfhvjjpz,ArsitaWPram
127,"@afinszabramatyo diam-diam kok, ga buka shopee gatau kalo ada diskon",asrinura
128, woodskin mocca sq   bahan : woodskin  size : 115 x 115 cm  harga : rp. 48.000  beli 3pcs  @ 46.000  . diskon 2 ribu/pcs untuk setiap pembelian 3 pcs yaa ukhty..  (boleh mix https://t.co/5txqwrfkfx,ArsitaWPram
129,"yang mau liburan ke #transstudiobandung weekend ini, yuk cus di manfaatkan friends promonya! love &amp; rt tweet ini dan tunjukkan di loket kita untuk mendapatkan diskon 25% htm trans studio bandung! 1 rt untuk 1 tiket ya, friends!   periode promo : 1 - 30 november 2018 https://t.co/hz8vm7muhb",TransStudioBdng
130,@bayu_joo bang diskon itu apa sih gue biasa belanja dipasar gak pernh ada diskon cuy,Harychaniago
131,"jangan lupa juga mampir ke boothnya bni karena ada banyak promo menarik disini! ada diskon hingga 1,3 juta, cashback hingga 1 juta dan juga cicilan sampai 6 bulan. yakin gak pengen liburan pake promo ini???  #bni46 #ttlf2018 #startsfromthecard https://t.co/c4hmzflcv6",BNI
132,@gramedia kq kemarin ga dpt diskon pas belanja di gramed? ,Dumai_Nakama
133,"diskon tiket(dot)com ini menarik sekali. sayangnya kalau pesan via app harus masukin nomor passpor. which is literally ya, passpor bangbew expired :"")  jadi yaudah pakai harga normal didiskon dikit via travel agen biasa. #udahgituaja",annisantyas
134,lazada promo elektronik shopping days! diskon hingga 50% + voucher 10%! https://t.co/lwaojrk9sn,katalogpromosi
135,"@integrawl @womanfeeds maksudnya dia, include ongkir dan diskon semuanya jadi 60k mba",expelliarmoux
136,@mygucci_boi semalem maybelline diskon beli pore eraser sm mascara cuma 100k :)) ga tahan aq tuch. ntar 11.11 beli lagi(?),elysianim
137,@arh82 @sastragpu tidak ada. beli satu buku jg sudah diskon  #bukugpu,bukugpu
138,@laskar_minang masih mau minta diskon ?? https://t.co/ps6vgfag1u,EDitektif
139,"@ninadinawati hi, kami informasikan untuk kupon diskon kredivo hanya bisa digunakan pada transaksi pertama menggunakan kredivo atau user baru kredivo yang belum pernah melakukan transaksi di merchant manapun. salam hangat :)",kredivo
140,@laskar_minang aduhhhhhh malah minta diskon lagi  https://t.co/1pvgqegupl,EDitektif
141,"#2 rsb juga telah bekerjasama dgn ratusan pihak ketiga utk mendapatkan harga diskon &amp; diberi kemudahan dalan bertransaksi. jd kamu ga perlu khawatir. kalau mau tahu lebih jauh, segera gabung dengan rezeki sejuta bintang. #rsb #rsbforsulsel #rezekisejutabintang #kartusejutabintang",komunitasRSB
142,@laskar_minang gak da diskon ya ,EDitektif
143,"barang baruuu. masih anget nihh, tengok yuuuu kode :akasia wedges harga :69000 size : 36-40 yuk diborong guysss! beli banyak dapat diskon :3 https://t.co/nuii5kxuxu  jual_beli kicaupromo",SepatuDocmartku
144,flash sale sana sini ga ada yang jual watercolor paper diskon 70% gitu,AF_Hida
145,"diskon toyota bogor, hub: 085701512000 https://t.co/upx6o9lxel #toyotabogor",Auto2000Bogor
146,"flash sale telah dimulai! 100 orang pertama yang menggunakan kode promo red4pm di jam 4 sore akan mendapatkan diskon 25%. hanya di reddoorz app dan https://t.co/cqvxcqc3fu ya, #redtraveler! - syarat &amp; ketentuan: https://t.co/3krzbkjon5 https://t.co/kgjr6u2e0z",RedDoorzID
147,@chocobee_ engggaaa sepatu itu ga bakal diskon soalnya limited    tau album jepang emang medit pol,tys1004
148,"bagi anda yg menyukai penghematan dan promo2 diskon , mari follow diskonevoucher krn banyak info diskon berguna bagi anda .. .",PontasYabesS
149,terapkan konsumsi syariah. biarkan diskon 11.11 dimana mana. biarkan.,likayuliana21
150,"@rvsoojoyie aku tungguin deh yang penting diskon, setia kan aku? &gt;____&lt;",lovarruka
151,hai seafood lovers. diskon 50% setiap hari untuk menu yang berbeda masih ada loh.  jangan lupa datang dan nikmati setiap menu dari @dcost_seafood  d'cost seafood lt.basement 1 tm mangga 2 square https://t.co/ubg1vs5lxb,TM_M2S_APG
152,"untuk mengawali bulan november ini, cobain paket bakso tulang iga dari @basomoomoo, yuk! bayar pakai yukk cash dan nikmati diskon di baso moo moo sebesar 10% + reward 15% yang bisa kamu pakai di pembelian selanjutnya. #yukkpakeyukk #doubleserunya https://t.co/ptrxbws6dc",yukk_id
153,harga diskon sangat jarang di temukan #robbyvers48,bagas_galeh
154,"update apps https://t.co/69vhdymxvc sekarang buat maen game #histeriajeratjerit! dapatkan ekstra diskon hingga 500rb. yuk kunjungi booth dell, it galeri dan canon buat scan qr code-nya. #bliblionindocomtech https://t.co/mzikp21o4f",bliblidotcom
155,"hey, klik linknya dan download app reddoorz skrg untuk mendapatkan diskon menginap berupa redcash senilai 50.000 di semua hotel reddoorz! https://t.co/asp9iqlpjy",mridwantama
156,periode promo klinik kiara healthcare 1 november - 31 desember 2018 untuk mu guru bakti kami untuk kasihmu diskon 35% untuk pemeriksaan medis dan laboratorium khusus untuk guru di seluruh indonesia. https://t.co/qe3ljjyzsj,KiaraHealthCare
157,"headphone jvc paling mini, paling ringan, dan paling ringkas. tipe apa ya ini  #jvcsound #promo #murah #diskon #headphone #earphone #audio #audiophile #audiopro #hires #musik #proaudio #indonesia #headset #headsets #tokopedia #officialstore #resmi #musikindonesia #musikhits https://t.co/raykeyiett",JVCSound
158,lelang online dimulai dari harga 10rb hingga flash sale diskon hingga 65% hanya di booth https://t.co/69vhdymxvc hall a jakarta convention center. #bliblionindocomtech https://t.co/o9wnxbeus0,bliblidotcom
159,"@bayu_joo yang miskin beneran mah tau itu kaga gratis, udah jago ngitung diskon doang walau tetep ga kebeli juga. ",aroselina
160,akhir akhir ini uda ga terlalu doyan belanja. biasanya liat diskon bawaannya pengen ngemall terus :( tapi hobi nya ganti ke yang lain ahah   buat yang tau ajah,marshaltv
161,@kaesangp ada diskon nggak mas?,lesandra161
162,tunggu kehadiran kami di pmps (pasar malam perayaan sekaten) anjungan pemkot yogyakarta mulai tanggal 2 november 2018. bisa photo2 gratis dan dapet voucher diskon taman pule. cuss gaes! gass!,XTSquareOffice
163,"hai aces, memasuki periode november 2018 ace hardware siap manjakan anda dengan promo spektakuler smart ways for living big.   berikut adalah 5 produk utama yang hematnya paling berasa selama periode promo kali ini: https://t.co/prv2n2jyy4 https://t.co/ejrqpgb7ye",ACEIndonesia
164,"lewat aplikasi ini, bisa reservasi restoran plus dapat diskon 50%  https://t.co/kvxyo7js53",detikfood
165,"@dstynptr the ordinary  gue kepo grhr keracunan dibilang bagus semua huhu. duh mayan itu diskon shae, gue nungguin diskon lg deh  baru beli concealer. hemat duit beb uang sebulan ",nadiakhairani
166,"@memey140500 iyaa, lagi diskon",autumnrain_shop
