,tweet,user
0,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
1,"@TransvisionID Cari Chanel Anak , Movie, Olahraga , Berita , Religi , Korea , Lifestyle ? Hanya di Transvision , lagi promo diskon 50% khusus hari ini ,, https://t.co/ojG0rnIKfr",Ipoel76181340
2,November sudah tiba 🎉 Saat nya cuci toren air anda dan dapatkan potongan diskon 10% untuk semua ukuran. Informasi lebih lanjut hub kami @sapubersih.id https://t.co/wp4MVVnvXf https://t.co/SrylL54sH7,Sapubersihbdg
3,. November to remember 😘 Jangan lewatkan GLOSKIN SUPANOVA 😱 . Diskon hingga 40% Advanced Filler (Restylane Lyft or Vital light) 😍 . DISC 10% Buy 1 cc DISC 20% Buy 2 cc DISC 30% Buy 3… https://t.co/qs9lSAC4gR,gloskin_clinic
4,"Buat Kartu Diskon Oriflame bulan November ini...   MENANG BANYAK..... 🤑🤑🤑  Kenapa????  Karena bulan ini, buat kartu diskon Oriflame yg bisa dipake selama 12 bulan itu cuma Rp.9,900 aja... 😍😍😍   Plus saat kamu... https://t.co/86HsvCrSiN",MrAnikSugiarta
5,Gunakan Honda Club Card untuk pengguna motor Honda dapatkan diskon di merchant bertanda Kartu Honda dan daftar langsung ke HONDA Trio Motor,kalaweit991FM
6,"tidak akan seorangpun yang bisa berpaling menatap katalog dan membuka halaman pertama hingga terakhir, berisikan :  1. Produk baru dengan harga spesial perkenalan.  2. Penawaran dengan diskon yang selalu menguntungkan pelanggan, mulai dari diskon... https://t.co/mOjOYMINUR",Cantik_Mandiri
7,FREE ONGKIR UNTUK PENGAMBILAN DUA PAKET PLUS DISKON KHUSUS !,anitasherbal
8,Help RT  PO Wanna One Power Of Destiny album  250k + poster (diusahakan)  Fix price  Beli &gt;5pcs diskon 10k/pcs  Lucky draw✔️ Freebies ✔️ Shopee ✔️ Ready pertengahan/akhir desember  More info https://t.co/TpuQuAlnHP,pengabdioppaa
9,@Regran_ed from @dcost_seafood  -  Hai Seafood Lovers. Diskon 50% Setiap Hari untuk menu yang berbeda masih ada loh. . Jangan lupa datang dan nikmati setiap menu dari… https://t.co/e6K6GBVZqD,DmallDepok
10,"Arek-arek Suroboyo, liburan akhir tahun ini yuk umroh langsung dari Surabaya ke Jeddah menggunakan Garuda Airlines. Rencanakan dari skrg dan beli paket favoritmu di hari jumat. Semua DISKON 1 JUTA. Klik disini: https://t.co/jy33HHybFA #SuperJumat #PromoUmroh #UmrohkuCaraku https://t.co/9jmIKBeXdX",pergiumrohcom
11,"Preorder bukuku masih tersedia hingga tanggal 6 November :)  Ada bonus postcard, sign, dan diskon 20% khusus untuk preorder  @NouraPublishing @mizanstore   Kamu bisa mengikuti preordernya melalui link berikut: https://t.co/McB9cLrnDd https://t.co/NrWWGVjTXj",dittameliaa
12,Promo diskon up to 20% untuk produk dari @illuminare_idn di #CenturyDelivery!  Pesan kebutuhan kecantikan anda di #CenturyDelivery dengan menghubungi 14060 atau melalui aplikasi Whatsapp di nomor 0858-9100-6668.  *S&amp;K berlaku https://t.co/EVUNdRaJ0r,century_14060
13,"HARGA CASH / KREDIT MOTOR YAMAHA FINO 125 TERBARU. Tersedia Promo DP Murah, Diskon Besar dan Banyak Bonus untuk wilayah Jakarta, Tangerang, Depok, Bekasi dan Bogor https://t.co/px6vYkeFgN",yamaha_mekar
14,"Berbagai diskon dan program menarik menunggumu! Yuk datang dan kunjungi Pameran IT terbesar di Indonesia : Indocomtech, 31 Oktober – 4 November 2018 di Jakarta Convention Center. #Indocomtech #Indocomtech2018 #JCCSenayan #Jakarta https://t.co/2iPLvNEgTO",KompasTekno
