,tweet,user
0,"guys bantu retweet ya.  OT: dijual dengan harga DISKON 50% satu set tempat tidur double bed anak-anak, dari Rp 16 juta menjadi Rp 8 juta saja.   100% hasil penjualan akan DISUMBANGKAN UNTUK KORBAN BENCANA GEMPA LOMBOK/PALU.   hubungi: 081212894455 (Nia - Ayo Dongeng Indonesia). https://t.co/k8FdzCbWDM",rossonerifreak
1,VNC 4 DAYS SALE up to 70% off mulai tanggal 01-04 November 2018 | Buruan Mampir  mana tau produk inceran kamu ikutan diskon | Pengen tau lebih lanjut ? Yuk cek ketentuan lengkapnya disini https://t.co/IbAj6Bvznt,katalogpromosi
2,"@thyugn manjiw kan,andai diskon sama org2nya",cehnyoI
3,"PROMO TIENS, meninggikan Badan 2-10 cm dalam 30 hari. Invit 29A2D527 sms 085642236122 #Diskon #murah",tinggiinbadan1
4,@ENAJHYUN97 @ENAMINHYUNG99 @ENAJISUNG002 @ENAHAECHAN00 @ENAJENO00 Kata kata terakhir. Jangan diskon gue ye 👍,ENALUCAS99
5,"Tumben, akhir bulan Oktober gak ada yg mau kasih saya voucher diskon beli mobil ESEMKA...?",si_DikRizal
6,@womanfeeds lip cream dear me mumpung lg diskon,seonomama
7,READY!!!! PRODUK BEST SELLER Dapatkan diskon tambahan bagi yang langsung datang ke toko kami yang beralamat diPerempatan Cipasung singaparna,GaleryHWI77
8,Gaesss... Promo naik Trans Semarang bayar dengan GoPay diskon 50%. Berlaku mulai 1 November - 31 Desember 2018  Yukkk...kita kemana😉😉  #Transsemarang #terusberbenah https://t.co/UTU6PhTGZx,Transsemarang
9,"Outfit kuliah gue : Karet rambut gratis, boleh minta ke temen cewe Kaos polos 35rb pas ada diskon Flannel 40rb dapet di cimolan kemeja bekas Celana LEA gratis, warisan kakak ipar Boxer gratis, ngembat kolor badminton bokap Sepatu converse hasil nabung 3 taon  #sobatmiskin https://t.co/wmJLRXVVeL",ra_GILA_gil
10,Belanja online #murah #diskon aman dan terpercaya check it now https://t.co/3XnHHYvxzk ##diskon #ollshop #shoping,efviel
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,Diskon! Di mal ga dapet jeans keren harga 100rb! Cepet order di WA 081293994981 https://t.co/IYhdLWLRCP jaringaniklan,BillionStore
13,@beauthingy ori kok. emg segitu kan ya?  dan itu jg lg diskon.,s___unflower
14,"Kebahagiaan hari ini, kebetulan dapet banyak diskon skincare. Alhamdulillah, jd bukan cuman pake aer wudhu doang nih biar mulus😂😂",giaanggastaa
