,tweet,user
0,Dapatkan tambahan diskon hingga 10% khusus bagi Pemegang @KartuKreditBCA dan Debit BCA di Home &amp; Fashion Bazaar Perennials Bandung hingga 4 Nov 2018. Fasilitas Cicilan BCA 0% hingga 12 bulan khusus untuk transaksi dengan Kartu Kredit BCA. #BCALifestyle https://t.co/PDsRGtfn8l,KartuKreditBCA
1,@tchallabae Diskon kahh???,ZKDLIN88kai
2,"Cardholders, sudah waktunya mengganti springbed? Jangan lupa datang ke DAP Fair di Senayan City yah. Cardholders bisa menikmati diskon hingga 70% + 10%* + cashback 500 ribu dengan #mandiricard loh https://t.co/h8IYOGjvcB https://t.co/kjKRSHkYIh",mandiricard
3,Harga gledek 1 hari lagi!⚡⚡⚡ Nikmati diskon tiket pesawat hingga 50% tanpa kode promo. Samber tiketmu sekarang hanya di aplikasi https://t.co/AT2gGfP6wA https://t.co/TXzuqBc6iX #tiketkemanapun https://t.co/v9B8JrJjyR,tiket
4,Dibuka prapesan!  Mencari Bali yang Berubah karya : I Ngurah Suryawan harga : Rp70.000 diskon : 25% hingga 15 November tebal : 276 hlmn jenis : Etnografi Whatsapp : 0813-1632-0671 https://t.co/oDoYYq9GnO,basabasi_store
5,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
6,@rahagyu29 @bayu_joo Jadi misal harganya 100rb diskon 70% + 30% Cara penghitungannya 100rb - 70% = 30rb Lalu 30rb - 30% = 21rb. Jadi masi ada yg harus dibayar ga gratis juga 😭😭,gardagagar
7,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
8,@vindayp diskon akhir tahun dong,sighatullah
9,Cobaan apa ini pilih yg (SEDANG DISKON 50 PERSEN apa beli yg 'itu' ntar tgl 11 *menangos* Plis semoga cukup dah kl perlu ada sisa,boo_tato
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"@izonechoiyena Ngga kok, cuma lagi diskon aja.",ddeulguom
12,@womanfeeds Shinzui.. sering diskon di alfa indo wkwk,migumiguya
13,"Kampanye 11.11 ini akan berlangsung 10 hari mulai hari ini, Kamis (1/10/2018) hingga 11 November mendatang. https://t.co/VKVRRb9GQ3",kompascom
14,"STARBUCKS Promo Diskon 50% untuk pembelian minuman Holiday Special*, menggunakan Starbucks Tumbler / Mug dan Kartu Kredit BCA | Lihat dulu yuk syarat dan ketentuan lengkapnya disini https://t.co/P3daX4eKa4",katalogpromosi
