,tweet,user
0,Bagi bagi kupon diskon di sini gak neeeehh???  #lotteria #lotteriaindonesia #kupondiskon #bigsmilecoupon,Lotteria_Indo
1,""" 3 DAYS SALE ”     "" Dapatkan Diskon 10 % untuk produk harga normal dengan min pembelanjaan Rp 1 Juta* ,    Berlaku untuk pengguna member Ace, berbelanja di @Aceindonesia mulai 02 - 04 November 2018 . Ayo buruan ke Ace!""   *syarat dan ketentuan berlaku*. https://t.co/jCLm2NOQrZ",PondokIndahMall
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,"Hai, Sobat Shopee! Ada kabar baik nih, Sobat Shopee bisa belanja dan dapatkan potongan DISKON 11% dengan menggunakan kartu kredit BCA, OCBC, dan UOB. Jangan lupa gunakan kode voucher ketika melakukan pembayaran ya!  😍🎉 #ShopeeID #Shopee1111 #Shopee1111BigSale https://t.co/e1g0pxGmc9",ShopeeID
4,"Jam Tangan Couple yang pastinya akan membuat km makin serasi dengan pasangan. . 🔥AYO... !!! ORDER SEKARANG, MUMPUNG LAGI DISKON🔥 . Chat saja ke 🔥WA📞 085225032601🔥 atau ke lapak... https://t.co/DgjU4fZ8zD",alimasadi
5,"Resto yang mengusung konsep makanan indonesia dengan harga kaki lima rasa bintang lima, Gandaria Resto menjadi salah satu tempat makan yang banyak di kunjungi di Jakarta Selatan ini. Dan dapatkan juga diskon spesial khusus Bigmate sebesar 15%.  Klik : https://t.co/C0WbrY9Vyy https://t.co/BCEHjmSvap",BiGTiVi
6,"@rlthingy kalo diatas 100 kayanya bakal sepi deh, aku pribadi sih 100k tuh uda maksimal. itu aja pernah cuman sekali e tp lg dapet diskon jd 90k wkwk",thalianno
7,Dapatkan diskon 45% untuk pembelian ArcGIS Personal Home Use License  dengan menggunakan kode promosi ini: GISWEEK2018_ID. Penawaran ini hanya  berlaku hingga 30 November 2018. Klik link berikut ini untuk melakukan  pembelian : https://t.co/EFRzs4ODYo,esriindonesia
8,Kickfest di bandung penuh dengan diskon dan diriku tak bisa datang. Sedih akutu.,yasharafidhah
9,READY!!!! PRODUK BEST SELLER Dapatkan diskon tambahan bagi yang langsung datang ke toko kami yang beralamat diPerempatan Cipasung singaparna,GaleryHWI77
10,Daftar Hotel Diskon di Solo https://t.co/yyyvo5lM2A #hotel #solo #infohotel #hotelsolo,pwidiinfo
