,tweet,user
0,@AetraJKT Klw terlambat langsung segel klw terlambat pasokan air diskon 50% yaa. Adil dong,mqdafi12
1,Yuk di cek Katalog GIANT EKSPRES PESTA DISKON periode 01-30 November 2018 | Temukan berbagai penawaran spesial selama bulan NOVEMBER 2018 | Informasi selengkapnya disini https://t.co/fxCj4ZLiaV,katalogpromosi
2,Saya menjual tas selempan... seharga Rp220.000. Dapatkan produk ini hanya di Shopee! https://t.co/69QBWCmHFR #ShopeeID https://t.co/uEtrxACCqs,jerrygunawan006
3,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
4,"Dua maskapai ini memberikan diskon 20% bagi pengunjung eco green park, Apa saja syaratnya? https://t.co/pW9UdPAkMo  #ecogreenpark",ecogreenpark
5,"SPESIAL BANJIR DISKON NOVEMBER!!! Yang kemarin ketinggalan promo spesial, Nih Elshinta elektronik ada promo spesial lagi. Jangan sampai ketinggalan dan kehabisan.. Stok terbatas!!! Langsung amankan.  Info... https://t.co/IuVCL76ost",pekalongan_info
6,"SPESIAL BANJIR DISKON NOVEMBER!!! Yang kemarin ketinggalan promo spesial, Nih Elshinta elektronik ada promo spesial lagi. Jangan sampai ketinggalan dan kehabisan.. Stok terbatas!!!… https://t.co/6rwnmKOw0L",pekalongan_info
7,Semi Annual Sale up to 40% OFF!  Cek segera koleksi sepatu hingga aksesoris di Payless ShoeSource terdekat di kotamu untuk memiliki style terkini dengan diskon terbaik!  Promo hingga 13… https://t.co/dXYfOpmRPg,pentacitybsb
8,"READY STOCK ! PAKET PENINGGI BADAN, PAKET PELANGSING, PAKET KECANTIKAN FREE ONGKIR UNTUK PENGAMBILAN DUA PAKET PLUS DISKON KHUSUS ! BURUAN ORDER ! PIN 51AB74C7 WA 087885546800 SMS 089605805256",anitasherbal
9,DISKON ALL-ITEM UNTUK PEMBELIAN VIA SHOPEE !! https://t.co/o8gSRVQVJx https://t.co/o8gSRVQVJx,SweetbearsCo
10,#fotograferbirthday #jasafotografer #jasafotograferjakarta #ACARANATAL #ACARAKANTOR #jasafotomurah #jasafotoanak #jasafotoulangtahun #jasafotografi #jasafotoultah #jasafotojakarta #jasafotoultahanak  PAKET JASA DOKUMENTASI FOTO DAN VIDEO MURAH DISKON 20% - https://t.co/lPYRy4FqnD,bwellphotovideo
11,@gyeotta Diskon nya 5% aja doong.,baecjinyourg
12,"[askmf] mending beli di traveloka diskon 15rb, atau di tiketcom tapi diskon 20rb? mau di tiketcom tp aku masi gatau sistemnya sm kaya traveloka atau ngga:(",askmenfess
13,"@spacetaem padahal aku sering pake tp blm dpt diskon jg --""",DeviApril97
14,"Pesta Diskon 11.11 atau 12.12, Mana yang Lebih Diminati? https://t.co/oDdL1pWNfK",KATADATAcoid
