,tweet,user
0,Ya anjir cpt bgt ya abis barang manusia diskon:(,SOHEEDCH
1,Lazada 11.11.2019 diskon terbesar 24 jam https://t.co/8QjlwZWEz8,Vallno_07
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,"Apa bedanya matahari sama bulan?  Matahari ada diskon, bulan gak ada  Yhaaa *krikkrik*",Hanifati_f
4,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
5,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
6,@GarudaCares bagaimana cara tukar mileage diskon 70% (garudamiles year_end festival)?,Nug_QA
7,@Gencamon Nahiya benerrr hahahaha kalo makan cantik kena diskon gapapa deh rela makan makin lama yang pentinf diskon 😂,primetam
8,FAK GMARKET KENAPA DISKON NYA SEKARANG SIH😭,singularyv
9,"Sejarah Asia Tenggara Karya M.C. Ricklefs Rp 350.000 diskon Rp 210.000  Order: https://t.co/VIEtImeMoM  atau  📱 WA 0813-8543-0505 🏠Komunitas Bambu Jl. Taufiqurrahman No.3 Beji Timur, Depok ⏰ Buka Senin-Jumat pukul 08.00-17.00 WIB  #komunitasbambu #sejarahasiatenggara https://t.co/xXDT22UODI",KomunitasBambu
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
13,"@amingcoffee transmart kuburaya diskon, kapan lagi Rp.5.000 ngopi di mall . #kalbarinfo #kalbar #pontianak @ Transmart Carrefour Kubu Raya https://t.co/b8z6ySRnUn",kalbarinfo_
14,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
