,tweet,user
0,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
1,"donlot Airbnb dan dapetin diskon Rp460,000 untuk petualangan pertama kalian. klik link berikut untuj dapetin disc https://t.co/fQxRZ2Pk3I",moodymuds
2,"Mon maap nih bkn mau riya. Cuma pen tweet aja. Jadi. Belum lama abis hampir seyuta buat baju dan sepatu aja. Eh udah dibroadcast ama toko baju langganan kalo ada diskon yg lumayan material. Gimana atuh atuh gimana~  Tahan, Kar.",Karuu3
3,"Janjian k gramedia yuk ada diskon buku nih d katalognya, tp kamu nya malah janjian sm temen kamu d karaokean 😵 #SaveMukaBoyolali",SufiMalamatiyah
4,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
5,"Sesuai janji kami beberapa bulan lalu, kini program diskon BIG THANK YOU SALE 25% berlaku seluruh Indonesia di sepanjang bulan November ini! Spesial untuk buku sastra! #bukugpu 🌻 https://t.co/F9LNZlKYia",bukugpu
6,@ichon93 Beli di ps storenya brew onlen. Berapa yaa kmren lakik gw yg beli diskon jd gopek,oktacore_
7,postingiklan Promo Peninggi Badan Diskon 50rb Paket 30hari/40 hari sampai tgl 26-08 083878097619 https://t.co/5PJuf2zmRG,rajapeninggibdn
8,#FREEPickUp #Diskon #CustomerOriented di #LionParcelPangeranJayakarta #Jakarta #JakartaBarat  📱CS 087781123696 💁  #SparePart #Wedding #Undangan #Souvenir #Hampers #stationery #parcel #baju #tas #sepatu #alattuliskantor #souvenirwedding #souvenirmurah #buku #batik #olshopjakarta https://t.co/oPVRlrDWvV,LionParcel_PJay
9,GARENA SHELL DISKON 50%  . Ada diskon 50% untuk pembelian denom 66 Shell untuk kamu para gamers di aplikasi Dunia Games!  Download aplikasi Dunia Games di PlayStore kamu! .  Periode… https://t.co/Eer8PI43zC,ari_farizki
