,tweet,user
0,"Info diskon sport station dong guys  Yhaaaa aku memang pengen nggaya tapi modal diskonan, mau apa lo -_-",sellyfidiaa
1,"Yang mau pesen ini. Buruan DM, aku kasih nomer WA. Langsung aku kasih no rek dan aku pesankan. Soalnya stocknya udh mulai pd menipis 🙏🙏🙏 mumpung diskon. Kapan lagi diskon segini kan https://t.co/CxYapeVfbI",nawannass
2,"@KjtiOfficial ya siapa tau tergugah punya jersey timnas terbaru dengan diskon lumayan kalo itungan jersey fresh, tinggal 700an tuh... https://t.co/2Q59tcOk3n",A_Rakhman
3,@Ms_MarciaJoe Gak buk yg diskon lipensetip ama aksesoris,adabinacindina
4,"Mau beli LAP mumpung ada diskon, trus liat total harga dalam rupiah,, OMG sayang duitku.. hahahaha",NiaNyel7
5,Pembelian min 3 diskon 2000 . . Info dan pemesanan: SMS/WA: 085755933116 DM IG : @CMCcitra  INBOX FB: Wintra/ Citra Axeza . #wintra #wintracmc #kediri… https://t.co/FMbKH027WP,CMCcitra
6,Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% https://t.co/6pjtSxQcgS  #PromoHotel #HotelMurah #Liburan #Hotel,AyuTasia_
7,"@KjtiOfficial ya siapa tau tergugah punya jersey timnas terbaru dengan diskon lumayan kalo itungan jersey fresh, tinggal 700an tuh... https://t.co/2Q59tcOk3n",A_Rakhman
8,"Wih, ada paket buku bagus tapi murah, Luuur... Sudah diskon besar, dapat bonus buku lagi. Ntap... silakan digaaaas... di @mojokstore https://t.co/epN4MDKYBj",Puthutea
9,Gabung di Grup Hematku dan dapatkan diskon spesial! https://t.co/3bcRddXaoa https://t.co/iw8bBiDVOn,hamttayo
10,@adimpil Saya team mirota kampus kalo weekend ke superindo soalnya banyak diskon,ditaakp
11,Pembelian min 3 diskon 2000 . . Info dan pemesanan: SMS/WA: 085755933116 DM IG : @CMCcitra  INBOX FB: Wintra/ Citra Axeza . #wintra #wintracmc #kediri… https://t.co/4FwskedDdE,CMCcitra
12,Pembelian min 3 diskon 2000 . . Info dan pemesanan: SMS/WA: 085755933116 DM IG : @CMCcitra  INBOX FB: Wintra/ Citra Axeza . #wintra #wintracmc #kediri… https://t.co/JP5V9SQns5,CMCcitra
13,"@CAWGLOVES Lirik jicucu, mumpung lagi diskon   @LAAAHJISOO   @LAAAHJISOO   @LAAAHJISOO   @LAAAHJISOO   @LAAAHJISOO   @LAAAHJISOO",LAAAHTZUYU
14,@wikurizky @jijiplot masa idah apa diskon flash sale sih... ga kelar-kelar.,rai_hard
