,tweet,user
0,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
1,"@BukaBantuan wkwkwk mimin @BukaBantuan @bukalapak Tenang aja saya paham, dapat diskon Cashback 99% tuh rasanya kaya main game mode gatcha jaman sekarang, disuruh mimpi disiang bolong 😂😂😂",n_rukyat
2,Setelah 2 bulan diomelin melulu sama mamak Cina gara2 bayar listrik gak bilang Dia.. akhirnya bulan ini bayar listrik bilang dan lumayan dapet diskon 50k.. mantap emang temennya sama mamak Cina.,nopiiipurnama
3,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
4,@leeayoghurt Yang ditunggu akhir tahun cuma harbolnas Gramedia. Awas aja kalo ga ngadain diskon 50% lagi,ellmaanm
5,💎 BRANCH ACTION NOVEMBER 💎  Diskon 50% ke atas di 14 cabang Oriflame Indonesia😍  Teman-teman yang mau silahkan langsung wa upa yah https://t.co/ZJWrONvcmn 😃,puspa_adi
6,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
7,"Cardholders, sudah pada gajian belum nih? Setelah gajian boleh banget loh makan siang bareng sahabat di Tom Tom. Jangan lupa gunakan #mandiricard dan nikmati diskon 20% #mandiripromo https://t.co/LH9p7xwY24 https://t.co/CygvK9ncbc",mandiricard
8,@gitaptm Dapatkan diskon hingga 25 % dengan bank partner Anda. Info lengkap silakan cek tautan berikut https://t.co/V3lbcfEjoe. - Ali,IndonesiaGaruda
9,"PROMO BESAR PENINGGI BADAN TIENS, order yuk, invit 29A2D527 SMS 085642236122. #Tiens #Murah #promo #diskon #sragen #s ##InfoJatim #Retweet",PeninggiGrosir
10,"@jypnkids Harganya 19900 trs diskon 17,900",vougetifanny
11,@MissAdelaine Kok jadi horror ya buk haha hihi gitu. :(  Akh lyke deh kalo begini. Diskon 90% ya buk?,MissRegan_
12,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
13,@vougetifanny Harga ga diskon berapa? Wkwkwk,jypnkids
14,"@MrJace_ Kembali kasih, Misteo!   Sudah besar berarti bisa kasih saya diskon di tokonya dong, ya? /gagitu",MissRegan_
