,tweet,user
0,BIG BAD WOLF BOOK SALE MEDAN DIBUKA HARI INI! Kunjungi bazaar buku terbesar dg diskon 60%-80% untuk semua buku impor. Buka 24 Jam nonstop mulai 2-12 November 2018. Gratis biaya masuk gedung!  Aku tunggu kedatanganmu di sarangku Wolfies Medan! #auuwsome #BBWMedan2018 #mandiriBBW https://t.co/meT4GxMSm2,BBWBooks_ID
1,HOLLAND BAKERY Promo DISKON 20% Off* untuk Holland Banana Crepes mulai tanggal 22 Oktober - 04 November 2018 | Lihat informasi dan promosi selengkapnya hanya di https://t.co/AU9aRrs9sE,katalogpromosi
2,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
3,"donlot Airbnb dan dapetin diskon Rp460,000 untuk petualangan pertama kalian. klik link berikut untuj dapetin disc https://t.co/fQxRZ2Pk3I",moodymuds
4,"Mon maap nih bkn mau riya. Cuma pen tweet aja. Jadi. Belum lama abis hampir seyuta buat baju dan sepatu aja. Eh udah dibroadcast ama toko baju langganan kalo ada diskon yg lumayan material. Gimana atuh atuh gimana~  Tahan, Kar.",Karuu3
5,"Janjian k gramedia yuk ada diskon buku nih d katalognya, tp kamu nya malah janjian sm temen kamu d karaokean 😵 #SaveMukaBoyolali",SufiMalamatiyah
6,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
7,"Sesuai janji kami beberapa bulan lalu, kini program diskon BIG THANK YOU SALE 25% berlaku seluruh Indonesia di sepanjang bulan November ini! Spesial untuk buku sastra! #bukugpu 🌻 https://t.co/F9LNZlKYia",bukugpu
8,@ichon93 Beli di ps storenya brew onlen. Berapa yaa kmren lakik gw yg beli diskon jd gopek,oktacore_
9,postingiklan Promo Peninggi Badan Diskon 50rb Paket 30hari/40 hari sampai tgl 26-08 083878097619 https://t.co/5PJuf2zmRG,rajapeninggibdn
10,#FREEPickUp #Diskon #CustomerOriented di #LionParcelPangeranJayakarta #Jakarta #JakartaBarat  📱CS 087781123696 💁  #SparePart #Wedding #Undangan #Souvenir #Hampers #stationery #parcel #baju #tas #sepatu #alattuliskantor #souvenirwedding #souvenirmurah #buku #batik #olshopjakarta https://t.co/oPVRlrDWvV,LionParcel_PJay
11,GARENA SHELL DISKON 50%  . Ada diskon 50% untuk pembelian denom 66 Shell untuk kamu para gamers di aplikasi Dunia Games!  Download aplikasi Dunia Games di PlayStore kamu! .  Periode… https://t.co/Eer8PI43zC,ari_farizki
