,tweet,user
0,eh LAP diskon besar-besaran-,kangdabniels
1,@askmenfess Ya tuhan beri diskon umur ke org macam kau,hyohiru
2,@askmenfess 800rban karna dapet diskon,andiniartika22
3,@SGYEIN98 Mana manaa? Diskon berapa persen sis?,C_HYEYEON
4,Hayu ramaikeun!!  Khusus member wismis dengan memperlihatkan KTA bakal dapat extra Diskon++ loh  #Repost kedai_mistis  ・・・ Bismillah  WE ARE OPEN ! KEDAI MISTIS JL.CIAWITALI NO 11… https://t.co/oC3BZOkOSr,WisataMistis
5,@askmenfess rata2 dari gue semua ngomongin twice sama diskon makeup. yg distiker itu pap muka gue https://t.co/W26deur69S,nindyajung
6,Promo untuk SUZUKI IGNIS SERI GL DISKON 10 JT SERI GX DISKON 15 JT ayo buruan sebelum berakhir diskonnya.... 😘 Harga yg tertera belum diskon ya.... #DP RENDAH #ANGSURAN RINGAN https://t.co/9DeQKdSxI6,DwiManikSari
7,Nih bang @k4mvret  jangan lupa mampir ...diskon gila gilaan tuh https://t.co/eJuEQAjBRK,RockersPantura
8,@ccnfundo // Diskon member nggak ada? :D,ghkdwlhs
9,Mumpung lagi diskon LAP X KANG DANIEL  Yang mau langsung PC aja ya 😊  Sweater/hoodie Nomer 1 harganya 275k Nomer 2 harganya 370k Nomer 3 harganya 400k Nomer 4 harganya 430k  Tas Nomer 1 harganya 190k Nomer 2 harganya 400k Nomer 3 harganya 530k https://t.co/udGpGBeJXF,nawannass
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"Sjafruddin Prawiranegara: Biografi Pemikiran Ekonomi Islam Indonesia Karya Edi Sudrajat  Rp 90.000 diskon Rp 58.500  Order: https://t.co/JG50YuqCKv  atau  📱 WA 0813-8543-0505 🏠Komunitas Bambu Jl. Taufiqurrahman No.3 Beji Timur, Depok ⏰ Buka Senin-Jumat pukul 08.00-17.00 WIB https://t.co/SY9dIecl5w",KomunitasBambu
12,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
13,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
14,Nih bang @k4mvret  jangan lupa mampir ...diskon gila gilaan tuh https://t.co/eJuEQAjBRK,RockersPantura
