,tweet,user
0,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
1,"Nikmati diskon 30% untuk buku-buku sastra,  Berlaku nasional hanya di https://t.co/fkYkoaJ72m klik link berikut: https://t.co/H5Sp7dAZMW dan langsung dapatkan buku kesukaanmu.  #GrasindoPublisher #SastraIndonesia #SastraGrasindo #bookoftheweek #SastraReadingWeek https://t.co/ZSP5yHXeRH",grasindo_id
2,@New_preloved Kan lagi diskon dishopee ndeerr,btstrasheug
3,@womanfeeds Waktu promo 68rb kemarin itu diskon 30% harga normal ya hitung sendiri ya,cerandrews
4,"Hi Friends, kami hadir kembali tahun ini di Indocomtech. Langsung mampir ke booth https://t.co/69vHdY5m72 buat kamu yg lg cari gadget terkini dgn diskon yg luar biasa. Yuk ke Hall A JCC Senayan! #BliblionIndocomtech https://t.co/t3ONiujGt7",bliblidotcom
5,"Update apps https://t.co/69vHdYmXvC sekarang buat maen game #HisteriaJeratJerit! Dapatkan ekstra diskon hingga 500rb. Yuk kunjungi booth Dell, IT Galeri dan Canon buat scan QR Code-nya. #BliblionIndocomtech https://t.co/mZiKp21O4F",bliblidotcom
6,Ayo jerat-jerit sekarang dengan diskon spesial di Brand Store Deals! Kamu bisa dapatkan diskon hingga 5 juta dan cashback 100%! Buruan jerat dan #BlibliSekarang di #HisteriaJeratJerit sebelum kehabisan!,bliblidotcom
7,"Promo Garskin CSholic!! \(ˆ▽ˆ)/ Reseller yuk merapattt ada diskon besar""annnnnnnn :D order yukkk https://t.co/dNDDPGWyDn",CrownShopaholic
8,"guys bantu retweet ya.  OT: dijual dengan harga DISKON 50% satu set tempat tidur double bed anak-anak, dari Rp 16 juta menjadi Rp 8 juta saja.   100% hasil penjualan akan DISUMBANGKAN UNTUK KORBAN BENCANA GEMPA LOMBOK/PALU.   hubungi: 081212894455 (Nia - Ayo Dongeng Indonesia). https://t.co/k8FdzCbWDM",rossonerifreak
9,Chicking Mania bisa menikmati diskon 20% utk pembelian paket mamin 2 yaitu paket makan minum (nasi+2 potongan paha bawah+ air mineral/soft drink) . . Berlaku setiap hari mulai jam 10:00-22:00 wib selama bulan Nov 2018. https://t.co/onzzYyZoUm,megabekasimal
10,"@rlthingy semarang ada, BAKULSMG min. order 30k dpt diskon 14rb",ipethh
11,HARI INI JUM'AT BERKAH !! Pembelian buku BIMBINGAN ISLAM UNTUK HIDUP MUSLIM akan diskon 30% TANPA MINIMUM ORDER 😍 . Bimbingan Islam Untuk Hidup Muslim Rp 164.500 (DISKON JUM'AT BERKAH) . Pemesanan : Whatsapp : 0812 1111 8262 https://t.co/NXLwmFJhbQ,maghfirahbooks
12,Saya menjual tas selempan... seharga Rp220.000. Dapatkan produk ini hanya di Shopee! https://t.co/69QBWCmHFR #ShopeeID https://t.co/aOiqYZTdKu,jerrygunawan006
13,"WOW! Seriusan nih? Serius doooong! Black and Decker WM225 Meja Kerja Portable dan Klem saat ini cuma Rp. 884.900,- aja! Soooo, tunggu apalagi? Order langsung aja! Bisa lewat DM Twitter juga kok ;) https://t.co/2Iz2fVhkV0   #jualperkakas #promo #diskon #perkakas #blackanddecker https://t.co/AuYYmMcaDP",perkakasku
14,"Ada Yang Diskon juga nih !, Mau tau? Simak ya ~",MbahJerseyID
